@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P93.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,jul,90,1,-1,0,no
59.822996,management,married,tertiary,no,361.995223,no,no,cellular,23.999428,may,797.135086,5.897835,-1,0,yes
34.523383,technician,married,secondary,no,4507.691358,yes,no,cellular,17.40193,may,767.145462,1.550682,-1,0,yes
47.756961,blue-collar,single,primary,no,2122.164525,yes,no,telephone,4.379506,may,1434.89417,7.872611,347.390142,0.328943,yes
30.189513,management,married,secondary,no,930.562107,no,no,cellular,24.545374,oct,319.979685,1.830423,-1,0,yes
76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192,1,-1,0,no
36.059646,technician,single,secondary,no,-157.136259,yes,no,cellular,13,may,1125.471435,2.41348,-1,0,yes
37.323963,admin.,married,secondary,no,66.088566,yes,no,cellular,21.800481,oct,232.755615,1.713547,353.509265,2.121936,yes
39.959515,technician,single,secondary,no,11.362788,no,no,cellular,11.559314,may,998.229863,1.07284,-1,0,yes
58,retired,married,secondary,no,983,no,no,cellular,5,aug,139,1,-1,0,no
40,management,married,secondary,no,99,no,no,cellular,9,feb,15,5,-1,0,no
52,retired,divorced,primary,no,353,no,no,cellular,31,jul,395,4,-1,0,no
31,self-employed,single,tertiary,no,96,no,no,cellular,5,feb,577,1,-1,0,no
45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,yes
58,retired,married,secondary,no,413,no,no,cellular,27,aug,104,5,-1,0,no
34,technician,single,secondary,no,16,no,no,cellular,13,aug,990,1,-1,0,yes
36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,no
40.997043,management,married,tertiary,no,4183.580925,no,no,cellular,4.559611,oct,268.553818,2.090007,224.950095,3.245554,yes
43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,yes
54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158,1,-1,0,no
45,entrepreneur,married,tertiary,no,0,yes,no,cellular,29,jul,100,3,-1,0,no
37,blue-collar,married,unknown,no,897,yes,no,cellular,13,apr,119,2,280,2,no
37,admin.,married,secondary,no,1193,no,no,cellular,12,may,396,2,-1,0,no
38,admin.,married,tertiary,no,669,yes,yes,cellular,31,jul,129,2,-1,0,no
55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,63,1,-1,0,no
51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,no
61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,no
48,technician,married,secondary,no,427,no,no,unknown,14,may,201,1,-1,0,no
66.518749,retired,married,secondary,no,2859.011545,no,no,cellular,13.720074,oct,187.730324,1,-1,0,yes
31.67249,blue-collar,married,secondary,no,234.6136,yes,no,cellular,8.518827,may,432.127272,1.031298,-1,0,yes
58,retired,divorced,tertiary,no,264,yes,yes,cellular,8,jul,523,3,-1,0,no
42,services,married,secondary,no,96,yes,no,cellular,5,may,238,3,340,2,no
51.831419,retired,divorced,primary,no,221.306657,no,no,cellular,18.105901,oct,164.406795,1,-1,0,yes
61.074923,retired,married,secondary,no,2915.17778,no,no,cellular,8.140123,oct,193.990034,1,-1,0,yes
33,management,single,tertiary,no,0,no,no,cellular,19,aug,53,4,-1,0,no
35,management,single,tertiary,no,1350,yes,no,cellular,16,apr,185,1,330,1,no
50.99297,admin.,married,secondary,no,897.839961,no,no,cellular,9.23009,oct,392.546343,1.824298,-1,0,yes
26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,291,1,244,4,no
31.868532,unemployed,married,secondary,no,618.681193,yes,no,cellular,23.884991,may,1220.608363,3,-1,0,yes
36.443702,technician,married,secondary,no,258.539875,no,no,cellular,9.468225,oct,406.871851,1.110652,68.046248,0.647522,yes
32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,no
31.462948,technician,single,secondary,no,2314.624301,no,no,cellular,3.978478,feb,126.753819,2.076984,-1,0,yes
48.025306,blue-collar,single,primary,no,2113.534764,yes,no,telephone,20.483165,may,1466.516129,6.976732,348.259704,0.371382,yes
21.061157,management,married,secondary,no,2516.737608,no,no,cellular,28.894649,jun,242.109537,5.161397,174.130922,2.211752,yes
41.047409,management,divorced,secondary,no,1656.208073,no,no,cellular,4.116091,oct,279.458896,1,198.493464,7.133705,yes
38.797814,management,married,primary,no,389.255228,yes,no,cellular,17.89636,may,628.201291,3.597697,301.910878,3.812631,yes
38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,no
54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115,2,-1,0,no
50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,287,1,-1,0,no
40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112,3,-1,0,no
68.811295,unemployed,married,secondary,no,2138.320459,no,no,cellular,29.030177,aug,404.21051,1,229.12174,2.808373,yes
42.932626,management,married,tertiary,no,851.988457,yes,no,cellular,10.927414,feb,717.009508,1,183.684927,4.184428,yes
47.764307,technician,married,secondary,no,965.950601,no,no,cellular,10.921905,feb,661.246252,1.454959,165.403378,2.424844,yes
71.979134,management,married,secondary,no,-37.116132,yes,no,cellular,15.482118,may,638.890207,1,202.279633,1,yes
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,no
55.995935,unemployed,married,primary,no,3375.110934,no,no,cellular,17.208956,apr,262.209241,1.978759,-1,0,yes
54,services,married,primary,no,8,yes,no,cellular,14,may,143,1,-1,0,no
38.64117,technician,married,secondary,no,488.023338,no,no,cellular,11.359463,oct,201.606309,1.419261,-1,0,yes
34,blue-collar,married,primary,no,1666,yes,no,unknown,31,mar,30,1,-1,0,no
57.939302,admin.,married,secondary,no,3624.794449,no,no,cellular,21.886505,nov,286.364948,1.993961,183,1,yes
34.774648,management,married,tertiary,no,5439.007706,no,no,cellular,19.503429,oct,462.383786,3.886783,-1,0,yes
41.465065,services,married,primary,no,253.022867,yes,no,cellular,13.295549,may,960.392917,2.023828,-1,0,yes
49.704667,admin.,married,secondary,no,453.395682,no,no,cellular,8.297502,apr,597.565077,1,-1,0,yes
31.700584,management,single,secondary,no,183.043874,no,no,cellular,18.074695,mar,328.082105,2.600653,-1,0,yes
33,technician,single,secondary,no,920,yes,no,cellular,21,nov,58,1,122,4,no
39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,no
39,blue-collar,married,primary,no,20,yes,no,unknown,7,may,109,1,-1,0,no
57,retired,married,secondary,no,107,no,no,cellular,14,jul,85,2,-1,0,no
47.609062,admin.,married,secondary,no,55.396813,no,no,cellular,21.443657,oct,229.103672,2.030957,-1,0,yes
31.753011,management,single,tertiary,no,717.789416,yes,no,cellular,10.086146,may,585.713762,2.058618,-1,0,yes
40,management,married,secondary,no,643,yes,no,cellular,17,apr,74,2,256,1,no
52.200895,management,married,secondary,no,1793.112915,no,no,cellular,17.302629,oct,358.68626,1.149685,44.283691,0.687536,yes
37,management,single,tertiary,no,509,yes,no,cellular,6,may,133,1,-1,0,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281,1,-1,0,no
60.224011,management,married,tertiary,no,0.915896,no,no,cellular,10.724692,oct,225.723703,1.23745,121.525462,3.292252,yes
50.237999,management,single,primary,no,1265.996638,no,no,unknown,17.087575,jun,1500.886783,1,-1,0,yes
32.661446,management,single,secondary,no,4.369505,no,no,cellular,13.961093,apr,99.570852,2.285657,-1,0,yes
27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,yes
30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,no
58,self-employed,married,secondary,no,1407,yes,no,unknown,30,may,58,1,-1,0,no
59,retired,married,secondary,no,5706,yes,no,cellular,25,jul,471,2,-1,0,no
51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,no
27,admin.,married,secondary,yes,-517,yes,no,cellular,14,jul,172,3,-1,0,no
50.208272,retired,single,tertiary,no,705.340721,no,no,cellular,27.211304,may,152.536882,2.049997,96.010248,1.514992,yes
39.371951,management,married,tertiary,no,2.532556,no,no,cellular,26.89527,oct,504.000931,1,-1,0,yes
42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,yes
32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,no
79.687321,technician,married,secondary,no,1170.869243,no,no,cellular,6.954374,may,200.162376,3.652744,-1,0,yes
52,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,no
48.273101,management,single,tertiary,no,1255.486232,no,no,cellular,14.713513,may,983.592806,2.395968,62.841498,0.69517,yes
51,retired,divorced,secondary,no,343,yes,no,unknown,30,may,78,2,-1,0,no
34.25535,admin.,divorced,secondary,no,-279.332705,no,no,cellular,15.372149,jul,664.452571,1,-1,0,yes
36,technician,married,tertiary,no,1327,no,no,cellular,29,oct,174,2,-1,0,no
32,self-employed,married,tertiary,no,3601,no,no,cellular,22,aug,171,15,-1,0,no
33,blue-collar,married,secondary,no,467,yes,no,unknown,21,may,494,2,-1,0,no
24.310021,student,single,secondary,no,327.611157,no,no,cellular,25.173757,may,170.179071,3.876864,-1,0,yes
39.680285,technician,single,secondary,no,1658.801485,no,no,cellular,19.040641,oct,775.410932,2.072215,29.749794,0.743522,yes
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,yes
33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91,2,-1,0,no
47,management,married,tertiary,no,3681,no,no,cellular,14,aug,101,2,-1,0,no
39,management,married,tertiary,no,12,yes,no,unknown,23,may,130,1,-1,0,no
29,management,married,tertiary,no,877,no,no,cellular,3,feb,166,3,-1,0,no
28.361512,services,single,secondary,no,133.66917,no,no,cellular,7.304626,jun,338.902791,2.222436,154.066803,2.953665,yes
51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,no
28,management,single,tertiary,no,3238,yes,no,unknown,19,may,7,1,-1,0,no
46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,no
33.818341,technician,married,secondary,no,4551.160667,yes,no,cellular,19.87772,may,831.325876,1.721497,-0.041581,0.488295,yes
43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,no
27,blue-collar,single,secondary,no,5563,yes,no,unknown,30,may,435,2,-1,0,no
31,technician,married,secondary,no,3706,yes,no,cellular,20,nov,129,1,-1,0,no
43,blue-collar,single,primary,no,30,yes,no,unknown,30,may,379,17,-1,0,no
37.282427,services,married,secondary,no,109.661702,yes,no,cellular,8.734363,may,584.72944,2.052207,7.602625,0.845806,yes
39,blue-collar,married,primary,no,52,no,no,cellular,13,aug,69,1,-1,0,no
37,blue-collar,married,primary,no,689,yes,no,cellular,14,jul,367,2,-1,0,no
56,management,married,tertiary,no,3172,yes,no,cellular,5,feb,139,1,-1,0,no
54.827688,management,married,primary,no,-444.070555,no,no,cellular,28.666935,may,878.11173,2,17.018575,0.54315,yes
69.995798,management,married,secondary,no,-18.645559,yes,no,cellular,15.528765,may,650.455627,1.045906,195.380565,1,yes
26,entrepreneur,single,tertiary,no,81,no,no,cellular,21,jul,262,3,-1,0,no
31,management,single,tertiary,no,874,yes,no,cellular,18,nov,190,2,-1,0,no
37,student,married,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,no
38,services,married,secondary,no,1,no,yes,cellular,21,nov,152,2,-1,0,no
41.011171,management,divorced,secondary,no,6042.557949,no,no,cellular,7.635504,feb,315.470238,5.540111,133.959421,1.481353,yes
45.746874,admin.,divorced,secondary,no,922.61663,no,no,cellular,13.082299,may,910.406064,3.355358,-1,0,yes
43,blue-collar,married,primary,no,232,no,yes,cellular,15,may,45,1,-1,0,no
27.558456,management,married,secondary,no,2548.364097,no,no,cellular,22.464738,jun,258.684462,2.694892,128.161434,2.14759,yes
33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217,1,-1,0,no
24,student,single,unknown,no,3298,yes,no,unknown,28,may,227,1,-1,0,no
19.006557,student,single,secondary,no,320.096355,no,no,cellular,18.754104,may,199.087651,1.036504,-1,0,yes
45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155,2,363,4,no
37.551216,management,married,tertiary,no,316.5097,no,no,cellular,14.639919,may,790.663443,2.729943,-1,0,yes
39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,yes
27,blue-collar,single,secondary,no,14,no,no,unknown,14,may,72,2,-1,0,no
39.502345,management,married,secondary,no,2142.422104,no,no,cellular,14.193767,may,505.539478,2.733798,-1,0,yes
34,admin.,married,secondary,no,96,no,no,cellular,29,aug,109,2,-1,0,no
58,management,single,tertiary,no,331,no,yes,cellular,28,jul,82,3,-1,0,no
30.566278,management,single,secondary,no,0.087405,yes,no,cellular,18.492402,may,1036.77711,7.313468,-1,0,yes
25,admin.,married,secondary,no,18,yes,no,cellular,18,jul,225,1,-1,0,no
46.549921,technician,married,secondary,no,4421.495956,yes,no,cellular,16.616717,may,895.607032,2.526372,37.895379,2.030486,yes
53.386007,retired,married,tertiary,no,663.504353,yes,no,cellular,21.825734,may,370.57218,2.14912,-1,0,yes
42,blue-collar,married,secondary,no,0,yes,no,cellular,21,nov,328,6,-1,0,no
55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,-1,0,no
19,student,single,unknown,no,0,no,no,cellular,11,feb,123,3,-1,0,no
41.508462,management,married,secondary,no,3471.478671,no,no,cellular,19.758345,nov,636.366301,3.010938,19.977535,0.784882,yes
55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,no
53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,no
46.780743,admin.,married,secondary,no,36.039895,yes,no,cellular,6.39843,jul,1460.399093,5.469997,-1,0,yes
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28,may,67,2,-1,0,no
26,management,single,secondary,no,565,yes,no,unknown,6,jun,582,11,-1,0,no
30,blue-collar,single,secondary,no,363,no,no,cellular,28,jul,171,3,-1,0,no
32.927324,blue-collar,married,secondary,no,494.869179,no,no,cellular,14.458115,jul,665.895921,2.333523,-1,0,yes
37,admin.,married,secondary,no,1123,no,yes,unknown,28,may,138,1,-1,0,no
34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,-1,0,no
50,services,married,secondary,no,26394,no,no,cellular,25,aug,206,4,-1,0,no
32,blue-collar,married,secondary,no,736,yes,no,unknown,23,may,700,3,-1,0,no
26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,no
52.785131,management,single,primary,no,1262.266871,no,no,unknown,20.730953,jun,1515.301063,1,-1,0,yes
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,yes
72.643909,management,married,secondary,no,-40.888629,yes,no,cellular,16.930651,may,641.785365,1.067648,216.459611,1,yes
36,management,single,tertiary,no,442,yes,yes,cellular,29,jul,102,3,-1,0,no
37.677512,management,married,tertiary,no,0,no,no,cellular,7.034443,sep,260.928702,2.664793,96.407686,2.049455,yes
34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,no
55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,no
32,technician,single,secondary,no,29,no,no,cellular,19,aug,156,2,-1,0,no
33.822816,management,married,secondary,no,303.371023,no,no,cellular,17.019917,may,433.425565,1.485348,282.843962,5.622555,yes
35.09359,management,married,tertiary,no,5385.954948,no,no,cellular,20.818347,oct,461.967389,3.936772,-1,0,yes
38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,yes
25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,no
35.106906,unemployed,married,secondary,no,1015.222204,yes,no,cellular,16.681708,aug,116.315475,1,439.702573,1,yes
46.306845,admin.,married,secondary,no,32.412038,yes,no,cellular,6.574628,jul,1460.794937,5.08596,-1,0,yes
32,technician,married,secondary,no,266,yes,no,cellular,19,aug,168,2,-1,0,no
32.072779,services,single,secondary,no,133.643179,no,no,cellular,15,may,171.141271,1,-1,0,yes
43.801027,technician,married,secondary,no,-816.43803,yes,no,cellular,6.049106,may,443.688799,2.975626,0.187046,0.005194,yes
36.199944,technician,single,secondary,no,-314.195841,yes,no,cellular,16.413052,aug,1460.109962,3.817033,23.862881,2.2591,yes
32,management,single,unknown,no,787,no,no,cellular,28,jan,92,1,-1,0,no
46.36167,technician,married,secondary,no,11.761762,no,no,cellular,12.073163,oct,181.211844,1.141281,98.659426,1.362248,yes
43,management,married,tertiary,no,3529,yes,no,cellular,4,aug,190,3,-1,0,no
28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318,2,-1,0,no
25,admin.,married,secondary,no,242,yes,no,cellular,30,jul,62,12,-1,0,no
31.540869,management,single,tertiary,no,739.17592,yes,no,cellular,12.68936,may,584.40983,2.068572,-1,0,yes
37,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,no
23.062276,management,married,secondary,no,495.151793,no,no,cellular,27.542352,apr,285.947658,1.685876,-1,0,yes
29.919916,management,single,secondary,no,213.456366,no,no,cellular,18.518449,mar,374.535813,2.366968,-1,0,yes
67.232194,self-employed,married,tertiary,no,4650.457869,no,no,cellular,12.234065,apr,195.941281,1,-1,0,yes
35,services,single,secondary,no,414,yes,no,cellular,20,apr,11,5,319,2,no
38.147044,management,married,secondary,no,614.859917,yes,no,cellular,8.675545,may,418.942001,1.929522,372.627856,1.248446,yes
48.318391,blue-collar,married,secondary,no,202.311276,yes,no,cellular,10.076241,may,477.98829,1,-1,0,yes
32,blue-collar,divorced,secondary,no,0,yes,no,unknown,2,jun,746,2,-1,0,no
63.583938,management,married,tertiary,no,1329.585092,no,no,cellular,16.912209,jun,395.198716,5.60257,-1,0,yes
33,blue-collar,married,primary,no,245,yes,yes,cellular,8,may,253,3,-1,0,no
71.893706,management,married,secondary,no,-41.955607,yes,no,cellular,15.980389,may,640.23504,1,225.051305,1,yes
48.003525,technician,married,secondary,no,1168.883722,no,no,cellular,1.235843,may,263.763538,1.181004,-1,0,yes
54.671423,management,married,tertiary,no,617.110478,no,no,cellular,8.157923,jun,307.260874,3.028918,101.576085,3.314094,yes
28.515889,technician,single,secondary,no,133.43215,no,no,cellular,10.544776,jun,341.154373,2.23957,164.662884,2.944167,yes
55,blue-collar,married,unknown,no,23,no,no,cellular,13,aug,123,2,-1,0,no
59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,no
37.988482,technician,single,secondary,no,5.771657,no,no,cellular,19.5475,may,997.044073,1.17476,-1,0,yes
41.352397,management,single,tertiary,no,984.079823,no,no,cellular,22.445134,jun,281.227092,1.000014,96.989797,2.715145,yes
39,management,single,tertiary,no,0,yes,no,cellular,16,apr,81,2,-1,0,no
35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,no
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,no
38.83267,admin.,married,secondary,no,3651.695715,no,no,cellular,13.843049,nov,930.651398,4.875428,-1,0,yes
34.229097,technician,married,secondary,no,4485.550588,yes,no,cellular,17.321785,may,926.954749,2.563889,10.70423,2.544228,yes
43.400783,blue-collar,married,secondary,no,83.718827,yes,no,cellular,18.008638,may,662.738979,1.996839,286.068737,2.069871,yes
57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,0,no
43,technician,married,secondary,no,50,no,no,unknown,28,may,63,1,-1,0,no
35,management,married,tertiary,no,552,yes,yes,cellular,19,nov,314,2,124,1,no
55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,no
28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,no
42,admin.,married,secondary,no,214,yes,no,unknown,28,may,21,24,-1,0,no
36.12415,services,married,primary,no,237.010864,yes,no,cellular,19.879035,may,1005.185154,2.077372,-1,0,yes
36.568431,blue-collar,single,secondary,no,-19.089145,yes,no,cellular,16.074196,may,1148.843602,2.033994,320.808868,1.410094,yes
30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,no
